teams_ids,team,country,tm_data,city
8919,Usti nad Labem,Czech Republic,"FK Ústí nad Labem is a Czech football club based in the city of Ústí nad Labem. Currently the club plays in the Czech National Football League. The club has played at the top level of national football on three occasions, most recently in the 2010–11 season.",Ústí nad Labem
,Wesseling Urfeld,Germany,,Wesseling
20017,Fluminense PI,Brazil,,Teresina
,ASD Giarre,Italy,,Giarre
22038,Al-Kholood,Saudi Arabia,"Al-Kholood Club is a Saudi Arabian football club based in Ar Rass. Founded in 1970, the club competes in the MS League , the second tier of Saudi football.",Ar Rass
,Addis Ketema,Ethiopia,,Addis Ababa
,BUL,Uganda,,Jinja
,Mazorqueros,Mexico,,Ciudad Guzmán
,Ticino,Italy,,Romentino
,ACD Nardo,Italy,,Nardò
,Sporting Fulgor Molfetta,Italy,,Molfetta
8487,EVV,Netherlands,"EVV, an abbreviation for Echter Voetbal Vereniging, is a Dutch association football club from Echt-Susteren, Limburg. Its colours are blue and white. The club was founded on 26 June 1926 and plays in the Derde Divisie; the fourth tier of the Dutch football pyramid.",Echt-Susteren
22967,Chyasal,Nepal,"Chyasal Youth Club is a Nepalese professional football club from Chyasal, Lalitpur. They play in the  Martyr's Memorial A-Division League.",Chyasal
18223,Mtibwa Sugar,Tanzania,Mtibwa Sugar Football Club is a Tanzanian football club based in Turiani. Their home games are played at Manungu Stadium.and using stadiums such as CCM jamhuri and Gairo as their home stadium.,Turiani
22841,Komet Arsten,Germany,"TuS Komet Arsten is a German football club from the district of Arsten, in the city of Bremen in northwestern Germany. It was established in 2006 through the merger of TuS Arsten and VfB Komet Arsten, both of which appeared in second-division play after World War II.",Bremen
,Hendekspor,Turkey,,Hendek
13352,Sidama Bunna,Ethiopia,"Sidama Cofffee Sport Club, also known as Sidaami Buna, is  a professional football Club based in Sidama Municipality of Ethiopia. The club plays in the Ethiopian Premier League, the top division of Ethiopian football.",Sidama
8439,Folgore Falciano,San Marino,"SS Folgore Falciano Calcio is a Sanmarinese football club, based in Falciano, Serravalle. The club was founded in 1972. Folgore currently plays in Girone A of Campionato Sammarinese di Calcio. The team's colours are red, yellow and black.",Falciano
10446,Domagnano,San Marino,"Football Club Domagnano, commonly referred to as FC Domagnano or simply Domagnano, is a Sanmarinese football club, based in Domagnano. The club was founded in 1966. Domagnano currently plays in Girone B of Campionato Sammarinese di Calcio. The team's colors are red and yellow.",Domagnano
14815,Gombe United,Nigeria,"Gombe United Football Club is a Nigerian football club based in Gombe. They play in the Nigeria Professional Football League. Having gotten promotion last year from the Nigeria National League Their home stadium is the new Pantami Stadium, having moved from Abubakar Umar Memorial Stadium in 2010.",Gombe
22045,Escorpiones,Costa Rica,,Belén
,Rio Preto,Brazil,,São José do Rio Preto
22930,Binfield,England,"Binfield Football Club is a football club based in Binfield, near Bracknell, Berkshire, England. Affiliated to the Berks &amp; Bucks Football Association, the club are currently members of the Isthmian League South Central Division and play at Hill Farm Lane. Their nickname is the Moles.",Binfield
13508,Uthongathi,South Africa,"Uthongathi FC are a South African club based in oThongathi, KwaZulu-Natal. Their current home stadium is the Princess Magogo Stadium in KwaMashu. They currently play in the South African National First Division.",Thongathi
13507,Richards Bay,South Africa,"Richards Bay Football Club is a South African football club based in Richards Bay, KwaZulu-Natal, South Africa. The club was formed when Thanda Royal Zulu F.C. owner Pierre Delvaux sold the club's league status to AmaZulu F.C.",Richards Bay
,Newcastle Utd U18,England,,Newcastle upon Tyne
,Condruzien,Belgium,,Hamois
20342,Cumbaya,Ecuador,,Cumbayá
22886,Milo FC,Guinea,,Kankan
22875,Britannia Aruba,Aruba,"Sport Vereniging Britannia is an Aruban football club, which currently plays in Aruba's first division. They are based in Piedra Plat.",Piedra Plat
,Botev Vratsa II,Bulgaria,,Lukovit
,Cartigliano,Italy,,Cartigliano
,AC Leon,Italy,,Vimercate
,Murchante,Spain,,Murchante
,Eintracht Mahlsdorf,Germany,,Berlin
,Rielasingen-Arlen,Germany,,Rielasingen-Worblingen
13351,Welayta Dicha,Ethiopia,"Wolaita Dicha Sport Club is a professional football club based in Sodo, Ethiopia. They play in the Ethiopian Premier League, the top division of Ethiopian football.",Sodo
19603,Al Khalidiyah,Bahrain,,Hamad Town
,Bruno's Magpies,Gibraltar,,Gibraltar
13472,Abia Warriors,Nigeria,"Abia Warriors Football Club is a Nigerian professional football club based in the city of Umuahia, Abia state.",Umuahia
20090,Gremio Sorriso,Brazil,,Sorriso
15285,Barretos,Brazil,"Barretos Esporte Clube, commonly referred to as Barretos, is a Brazilian professional association football club based in Barretos, São Paulo. The team competes in the Campeonato Paulista Série A3, the third tier of the São Paulo state football league.",Barretos
,Devonshire Cougars,Bermuda,,Devonshire
12524,Sorrento,Italy,"A.S.D. Sorrento 1945 is an Italian association football club from Sorrento, Italy, which was founded as Sorrento Calcio in 1945. Currently the club plays in the Serie D Group H, the fourth tier of Italian club football.",Sorrento
,Santa Maria Cilento,Italy,,"    Santa Maria di Castellabate"
16779,Estradense,Spain,"Club Deportivo Estradense is a Spanish football team based in A Estrada, in the autonomous community of Galicia. Founded in 1925, but it was federated in 1959. It plays in Tercera División RFEF – Group 1, holding home matches at Nuevo Campo Municipal, with a 600-seat capacity.",A Estrada
18900,Zacapa Tellioz,Guatemala,,Zacapa
13852,Fiorentina U19,Italy,,Fiesole
,Sassuolo U19,Italy,,Sassuolo
14489,Bedfont Sports,England,"Bedfont Sports Football Club is a football club based in Bedfont, Greater London, England. They are currently members of the Isthmian League South Central Division and play at the Bedfont Recreation Ground.",Bedfont
16133,Pevidem,Portugal,,"    São Jorge de Selho"
23255,EC Lemense,Brazil,,Leme
14408,Thes Sport,Belgium,"Koninklijke Voetbalvereniging Tessenderlo Hulst Engsbergen Schoot Sport Tessenderlo, more commonly known as Thes Sport, is a Belgian association football club founded in 1942 based in Tessenderlo, Limburg.",Tessenderlo
13341,Awassa,Ethiopia,"Hawassa City Sport Club, also known as Hawassa Kenema, is a professional Ethiopian football and basketball club based in Hawassa. The football team plays in the Ethiopian Premier League, the top division in Ethiopian football.",Hawassa
22786,Tritones Vallarta,Mexico,,Puerto Vallarta
22872,Dakota,Aruba,"Sport Vereniging Dakota is an Aruban football club based in Oranjestad, which currently play in Aruba's first division.",Oranjestad
23128,Manauara,Brazil,,Manaus
,Montegiorgio,Italy,,Montegiorgio
,Cassino,Italy,,Cassino
10325,Barry Town,Wales,"Barry Town United Football Club is a semi-professional association football team based in Barry, Wales. They are known for representing Wales in Europe as winners of the Cymru Premier and Welsh Cup during the 1990s and early 2000s and have also competed in England's Southern League and FA Cup.",Barry
,Deportivo Ocotal U20,Nicaragua,,Ocotal
16299,Antoniano,Spain,"Club Atlético Antoniano is a Spanish football team based in Lebrija, Province of Seville, in the autonomous community of Andalusia. Founded in 1964, it plays in Tercera División – Group 10, holding home games at Estadio Municipal de Lebrija, with a capacity of 3,500 seats.",Lebrija
10583,Worksop Town,England,"Worksop Town Football Club is an English football club based in Worksop, Nottinghamshire. As of the 2021–22 season the team plays in the Northern Premier League Division One East. They are nicknamed The Tigers and play their home games at Sandy Lane in Worksop.",Worksop
16840,Chichester City,England,"Chichester City Football Club is a semi-professional football club based in Chichester, West Sussex, England. Affiliated to the Sussex County Football Association, they are currently members of the Isthmian League South East Division and play at Oaklands Park.",Chichester
10558,Shildon,England,"Shildon Association Football Club is a football club established in 1890 based in Shildon, County Durham, England. They compete in the Northern Premier League Division One East and play at Dean Street.",Shildon
22929,Yaxley,England,"Yaxley Football Club is a football club based in Yaxley, Cambridgeshire, England. They are currently members of the Northern Premier League Division One Midlands and play at Leading Drove.",Yaxley
,Morpeth Town,England,,Morpeth
23568,Millwall U23,England,,London
,Crema,Italy,,Crema
,SFC Stern 1900,Germany,,Berlin-Steglitz
,Carsambaspor,Turkey,,Çarşamba
19978,Huesca B,Spain,"Sociedad Deportiva Huesca ""B"" is a Spanish football team based in Huesca, in the autonomous community of Aragon. The reserve team of SD Huesca was initially founded in 1950, and plays in Segunda División RFEF – Group 3, holding home matches at Complejo Deportivo San Jorge.",Huesca
19770,Racing Rioja,Spain,,Logroño
13263,Penybont,Wales,"Penybont Football Club is a professional Welsh football club that plays in the Cymru Premier. The current club was formed in 2013, following the merger of Bridgend Town and Bryntirion Athletic.",Bridgend
14331,Bergerac Perigord,France,"Bergerac Périgord Football Cub, commonly known as Bergerac, is a football club founded in 1916 in Bergerac, Dordogne, France. As of the 2021–22 season, it competes in the Championnat National 2, the fourth tier in the French football league system. The club's home ground is the Stade de Campréal.",Bergerac
18893,Cariari,Costa Rica,,Cariari
13640,Chiangmai,Thailand,"Chiangmai Football Club formerly known as “Chiangmai United F.C.” is a Thai professional Association football club based in Chiang Mai Province, a province located in the northern part of Thailand. The club plays in Thai League 2. Their main home ground at 700th Anniversary Stadium.",Chiang Mai
12805,Zebbug Rangers,Malta,,Żebbuġ
14621,Bahardar,Ethiopia,"Bahir Dar Kenema Football Club also known as Bahir Dar City, is an Ethiopian football club based in Bahir Dar. They play in the Ethiopian Premier League, the top division of football in Ethiopia.",Bahir Dar
,Luziania,Brazil,,Luziânia
23882,Kusadasispor,Turkey,"Kuşadası Gençlik Spor Kulübü, colloquially known as Kuşadasıspor, are a Turkish professional football club located in the Kuşadası district of Aydın.",Aydın
10866,Napoli U19,Italy,,"    Sant'Antimo"
22298,Granadilla Tenerife (W),Spain,"Unión Deportiva Granadilla Tenerife, commonly shortened as UDG Tenerife, is a Spanish women's football club based in Granadilla de Abona, in the Canary Islands. The club plays in Primera División (women), holding home games at Estadio Francisco Suárez, with a 2,000-seat capacity.",Granadilla de Abona
,Atletico Madrid (W),Spain,,Madrid
20360,Rayo Vallecano (W),Spain,"Rayo Vallecano Femenino is the women's football section of Madrid-based club Rayo Vallecano, currently playing in the Spanish top league. Between 2008 and 2011 it won three national championships and one national cup.",Madrid
23099,Athletic Bilbao (W),Spain,,Lezama
13732,Nacional SP,Brazil,"Nacional Atlético Clube, commonly referred to as Nacional, is a Brazilian football team based in São Paulo, in the district of Barra Funda. The team competes in the Campeonato Paulista Série A3, the third tier of the São Paulo state football league.",São Paulo
,Bright Stars,Uganda,,Matugga
8733,Roma U19,Italy,,Roma
22305,Milan U19,Italy,Associazione Calcio Milan are an Italian professional football club based in Milan. Their Youth Sector (it. Settore Giovanile) encompasses several boys' and girls' age-group teams ranging from under-8s up to under-19s. Angelo Carbone is the current Head of the Youth Sector.,Milan
,Coggeshall Town,England,,Coggeshall
,Cray Valley (PM),England,,Eltham
,Manchester City U18,England,,Manchester
14405,Fatsa Belediyespor,Turkey,,Fatsa
,Ağrı 1970,Turkey,,Ağrı
,Uhlenhorster SC Paloma,Germany,,Hamburg
14814,Remo Stars,Nigeria,"Remo Stars Football Club is a Nigerian football club based in Ikenne, Nigeria. They currently play in the Nigeria Professional Football League.",Ikenne
,Dakkada,Nigeria,,Uyo
18858,Oriental Dragon,Portugal,,Moita
,Ormideia,Cyprus,,Ormideia
22289,Rajpracha,Thailand,Rajpracha Football Club is a Thai professional football club. The club is currently playing in the Thai League 2.,Bangkok
22287,Lamphun Warriors,Thailand,"Lamphun Warrior Football Club is a Thai professional Association football club based in Lamphun province. The club currently plays in Thai League 2, but will play in 2022–23 Thai League 1 for next season after promotion to top tier.",Lamphun
15728,Ayutthaya United,Thailand,"Ayutthaya United Football Club is a Thai professional football club based in Sena, Ayutthaya province. The club competes in Thai League 2, the second tier of Thai football league system. The team plays their home matches at Ayutthaya Province Stadium.",Sena
19870,Santa Lucia,Malta,Santa Lucia Football Club is a football club from the urban locality of Santa Luċija in southern Malta.,Santa Luċija
10147,Martigues,France,"Football Club de Martigues, known as FC Martigues or just Martigues, is a French professional football club which plays in the Championnat National, the third level of football in France. The club plays at the Stade Francis Turcan, which has a capacity of 11,500, in Martigues.",Martigues
14334,Hyeres,France,"Hyères Football Club is a French association football team playing in the city of Hyères, Var. The club was founded in 1912 and played the first ever season of professional football in France in 1932–1933 but were relegated.",Hyères
11721,Paredes,Portugal,"União Sport Clube Paredes is a Portuguese sports club from Paredes. The men's football team competes in the Campeonato de Portugal, the fourth tier of Portuguese football. They were founded in 1924.",Paredes
18859,Belenenses II,Portugal,,Belenenses II
11745,Juventude Évora,Portugal,,Évora
18846,Moncarapachense,Portugal,,Moncarapacho
22720,FC Serpa,Portugal,,Serpa
,Uniao Montemor,Portugal,,Montemor-o-Novo
,City of Liverpool,England,,Liverpool
20794,Widnes,England,"Widnes Football Club are an English association football club, based in Widnes, Cheshire. They are currently members of the Northern Premier League Division One West, playing their home matches at Halton Stadium, Widnes. They are affiliated to the Liverpool County FA.",Widnes
16843,Highworth Town,England,"Highworth Town Football Club is a football club based in Highworth, Wiltshire, England. They are currently members of the Southern League Division One Central and play at the Elms Recreation Ground.",Highworth
9281,Juvenes/Dogana,San Marino,"A.C. Juvenes/Dogana is a Sammarinese football club based in Dogana, in the civil parish of Serravalle. The club was founded in 2000 after the merger of S.S. Juvenes (named after a historical side in San Marino) and G.S. Dogana.",Dogana
9705,Haverfordwest County,Wales,"Haverfordwest County Association Football Club is a Welsh semi-professional football team based in Haverfordwest, Wales. They currently play in the Cymru Premier, the top flight of Welsh football.",Haverfordwest
23164,Lecce U19,Italy,,Melendugno
19552,Stade Marocain,Morocco,"Stade Marocain is a Moroccan football club currently playing in the second division. The club was founded in 1919 and they play at the Stade Ahmed Chhoude. The club is one of three clubs in the based in the capital of Morocco, Rabat. The two other clubs are FAR Rabat and FUS de Rabat.",Rabat
13206,Ben Guerir,Morocco,,"    Ben Guerir"
13258,Ruthin Town,Wales,,Ruthin
10340,Llanelli Town,Wales,Llanelli Town Association Football Club are a semi-professional Welsh football club that plays in the Cymru South. The original club was wound up on 22 April 2013 at the High Court in London following a petition presented by HM Revenue and Customs.,London
21016,Risca United,Wales,"Risca United Association Football Club is a football club based in Risca, South Wales. The team play in the Cymru South.",Risca
14159,Ammanford,Wales,"Ammanford Association Football Club is a football club from Ammanford, Carmarthenshire in Wales. They play in the Cymru South. They are now based at the Recreation Ground in Ammanford.",Ammanford
18214,Arsenal (W),England,,London
,Devonshire Colts,Bermuda,,Devonshire Parish
23084,Sport Sinop,Brazil,,Sinop
18230,Kagera Sugar,Tanzania,,Bukoba
11694,Ratchaburi,Thailand,"Ratchaburi Mitr Phol Football Club is a Thai professional association football club based in Ratchaburi Province, that currently plays in Thai League 1. Ratchaburi has the nickname The Dragons which can be seen in the club official crest.",Ratchaburi Province
,Lens II,France,,Avion
10090,Taubate,Brazil,"Esporte Clube Taubaté, commonly referred to as Taubaté, is a professional association football club based in Taubaté, São Paulo, Brazil. The team competes in Campeonato Paulista Série A2, the second tier of the São Paulo state football league, finishing in 13th position in 2021.",Taubaté
11343,ASIL Lysi,Cyprus,"ASIL Lysi is a Cypriot football club which was established in the town of Lysi, Famagusta. After the Turkish invasion of Cyprus in 1974, ASIL became a refugee team and is temporarily based in Larnaca. The club plays in the Cypriot Third Division.",Lysi
22900,Mogoditshane,Botswana,"Mogoditshane Fighters are a football club from the Mogoditshane in Botswana. The club's nickname is ""The Brazilians"".",Mogoditshane
12968,Gaborone United,Botswana,"Gaborone United Sporting Club is a football club from Botswana based in Gaborone. It is the only professional sporting club in Botswana. Its official sponsor is the Mutual and Federal Insurance Company, and it is run and owned partly by Soccer Dynamics.",Gaborone
,Birmingham City U18,England,,Kings Norton
,Aston Villa U18,England,,Bodymoor Heath
15827,UD Santarém,Portugal,"União Desportiva de Santarém is a Portuguese football club based in Santarém in central Portugal. They play in the 3rd nacional division. The club was founded in 1969 and plays at the 5,000 capacity Campo Chã das Padeiras stadium.",Santarém
13976,Bidco United,Kenya,"Bidco United Football Club is an association football club based in Thika, Kenya. The club currently competes in the Kenyan Premier League, and currently plays its home games at the Del Monte Grounds and is sponsored by Bidco Africa.",Thika
,Siirt Il Ozel Idaresispor,Turkey,,Siirt
18856,Pero Pinheiro,Portugal,,Sintra
22648,Idanhense,Portugal,,Idanha-a-Nova
,Gouveia,Portugal,,Gouveia
11737,Camacha,Portugal,"Associação Desportiva da Camacha, known as A.D. Camacha, is a Portuguese football club from Santa Cruz, Madeira. Founded in 1978, they play in the Campeonato de Portugal. They play their home games in Campo Municipal da Nogueira, which has a capacity of 3,300.",Santa Cruz
18898,Puerto San Jose,Guatemala,"CSD Puerto San José is a Guatemalan football club from Puerto San José, Escuintla Department. It has played several seasons at the Liga Nacional de Fútbol de Guatemala being a great representative of the Escuintla Department.",Puerto San José
13496,Wikki Tourist,Nigeria,"Wikki Tourists Football Club is a Nigerian football club based in Bauchi, and currently playing in the Nigeria Premier league after promotion from the second-tier Nigeria National League after the 2014 season.Sponsor is Bauchi State Government.",Bauchi
,Bechem United,Ghana,,Bechem
13605,Prachuap,Thailand,"Prachuap Football Club, also referred to as PT Prachuap Football Club (Thai: สโมสรฟุตบอลพีทีประจวบ) for sponsorship reasons, is a Thai professional football club based in Prachuap Khiri Khan Province, Thailand. The club was officially founded in 2009 and took around 2 years to set up.","    Prachuap Khiri Khan"
,Lyon B,France,,Lyon
8140,Yzeure,France,"Moulins Yzeure Football 03 Auvergne, known as Moulins Yzeure Foot or just Moulins Yzeure, is a football club based in Yzeure, France. As of the 2021–22 season, it competes in the Championnat National 2, the fourth tier of the French football league system.",Yzeure
13312,Andrezieux,France,Andrézieux-Bouthéon Football Club is a French association football team founded in 1947. Prior to July 2019 they were known by the name L'Association Sportive Forezienne Andrézieux-Bouthéon.,"    Andrézieux-Bouthéon"
15792,Guingamp B,France,,Pabu
,St-Pryve St-Hilaire,France,,Saint-Pryvé-Saint-Mesmin
14335,Grasse,France,"Racing Club Pays de Grasse is a French association football club founded in 1959. Until 2022 they were known as Racing Club de Grasse. They are based in the town of Grasse and their home stadium is the Stade Jean Girard. Since the 2017–18 season, they play in the Championnat National 2.",Grasse
,Nantes B,France,,Nantes
13425,Chartres,France,"Football Club de Chartres was a French association football club, based in Chartres.",Chartres
,Bobigny,France,,Bobigny
13310,Canet Roussillon,France,"Canet Roussillon Football Club is an association football club based in Canet-en-Roussillon, France. It was founded in 1934.",Canet-en-Roussillon
15788,Gobelins,France,"Paris 13 Atletico is a French football club based in the 13th arrondissement of Paris. It competes in the Championnat National, the third tier of French football.  The club was founded in 1968 as Football Club Gobelins.",Paris
10848,Sevenoaks Town,England,"Sevenoaks Town F.C. is a football club based in Sevenoaks, Kent, England. They were established in 1883 and are currently members of the Isthmian League South East Division.",Sevenoaks
9777,Sporting Khalsa,England,"Sporting Khalsa Football Club are a football club, formed in 1991, members of the Northern Premier League Division One Midlands, who play their home games at Noose Lane in Willenhall, West Midlands.",Noose Lane
,Bristol Manor Farm,England,,Bristol
,Lymington Town,England,,Lymington
10207,Espinho,Portugal,"Sporting Clube de Espinho, also known as Sporting de Espinho, is a Portuguese sports club from the city of Espinho in the Aveiro district. Besides football, the club has volleyball and handball departments that usually compete in the major Portuguese top leagues.",Espinho
,Red Arrows,Zambia,,Lusaka
22244,Chambishi FC,Zambia,"Chambishi F.C. is football club from Zambia based in Chambishi. They are playing in the Zambia National Division One. They play their home games at Chambishi Stadium. Chambishi Football Club is based in small town of Chambishi, several kilometres from Kitwe.n teams, apart from the national team.",Chambishi
,Elia Lythrodonta,Cyprus,,Nicosia
12893,Halkanoras,Cyprus,Chalkanoras Idaliou is a Cypriot football team currently playing in the Cypriot Second Division. The team was established in 1948 and is based in the village of Dali in Nicosia district. The club has played two seasons in the first division; in 1976–77 and 1977–78.,Nicosia
,Iraklis Yerolakkou,Cyprus,,Gerolakkos
,H&H Export,Nicaragua,,Matagalpa
9706,Llandudno,Wales,"Llandudno Football Club are a Welsh football team that currently play in the Cymru North. They play their games at OPS Wind Arena in Llandudno, Conwy County Borough, North Wales. The club play in the Cymru North for the 2021–22 season.",Llandudno
17167,Diriangén U20,Nicaragua,,Diriamba
12810,Qrendi,Malta,Qrendi F.C. was founded in 1955. Through these years the club has competed in the Second and Third Division of the Malta Football Association. In season 2017–2018 they will be playing in Division 1 for the first time in the club's history.,Qrendi
13491,MFM,Nigeria,"Mountain of Fire and Miracles Football Club, or simply MFM FC, is a Lagos-based Nigerian professional football club that competes in the Nigerian Professional Football League. The club is wholly owned by the Mountain of Fire and Miracles Ministries, a Pentecostal Christian Organization.",Lagos
,Ypsonas,Cyprus,,Ypsonas
22402,Mbeya Kwanza,Tanzania,,Mbeya
13166,Onze Bravos,Angola,"Futebol Clube Bravos do Maquis, formerly Futebol Clube Onze Bravos and usually known simply as Bravos do Maquis, is an Angolan football club based in Luena, in the eastern province of Moxico.",Luena
,North Village Rams,Bermuda,,Pembroke Parish
18229,Mbeya City,Tanzania,"Mbeya City Council Football Club, is a Tanzanian football team playing in the Tanzanian Premier League. The team was established in 2011 in Mbeya City which is in the Southern Highlands of southwest Tanzania.",Mbeya
14404,Kirsehir Belediyespor,Turkey,,Kırşehir
13545,Karaköprü,Turkey,,Şanlıurfa
,Chimaltenango,Guatemala,,Chimaltenango
21982,Juventud Pinulteca,Guatemala,,"     San José Pinula "
18847,Рабо Пейше,Portugal,"Clube Desportivo Rabo de Peixe , is a Portuguese football club based in Rabo de Peixe, Ribeira Grande on the island of São Miguel in the Azores.",Rabo de Peixe
11739,Marinhense,Portugal,"A.C. Marinhense is a football team in the Portuguese Third Division – Serie D based in Marinha Grande. In 2011–12, it finished 6th in promotion playoff, failing promotion to Portuguese Second Division.",Marinha Grande
,Santa Marta Penaguião,Portugal,,"    Santa Marta de Penaguião"
,Rangers International,Nigeria,,Enugu
,Lampang,Thailand,,Lampang
,Cori-Sabba,Brazil,,Floriano
18813,Olympiada Lympion,Cyprus,"Olympias Lympion is a Cypriot football club based in Lympia, Cyprus. Founded in 1955, the club is currently competing in the 3rd tier of Cypriot football.",Lympia
,Fleury 91 FC,France,,Fleury-Mérogis
18757,Metz II,France,,"    Longeville-lès-Metz"
22385,1874 Northwich,England,"1874 Northwich Football Club is a football club based in Northwich, Cheshire, England. Established in 2012 by supporters of Northwich Victoria, they are currently members of the Northern Premier League Division One West. Home matches are played at Barnton's Townfield ground.",Northwich
14704,Jacuipense,Brazil,"Esporte Clube Jacuipense, commonly known as Jacuipense, is a Brazilian professional football club based in Riachão do Jacuípe, Bahia. They play in the Série D, the fourth tier of Brazilian football, as well as in the Baianão, the top flight of the Bahia state football league.",Riachão do Jacuípe
,Kansanshi Dynamos,Zambia,,Solwezi
,Al-Horgelah,Syria,,Al-Horjelah
22706,Villarreal W,Spain,,Villarreal
,Eibar (W),Spain,,Eibar
20409,Sevilla (W),Spain,,Sevilla
,Valencia (W),Spain,,Paterna
22717,CD Lunda-Sul,Angola,,Saurimo
19768,Al-Ittihad Salalah,Oman,"Al-Ittihad Club is an Omani sports club based in Salalah, Oman. The club is currently playing in Oman First Division League, first division of Oman Football Association. Their home ground is Al-Saada Stadium, but they also recognize the older Salalah Sports Complex as their home ground.",Salalah
,Queens Park Rangers U23,England,,London
15710,Burnley U23,England,,Burnley
,Beti Kozkor,Spain,,Lekunberri
14904,Kabwe Warriors,Zambia,Kabwe Warriors is a Zambian football club based in Kabwe that plays in the Zambian Premier League. They play their home games at Godfrey 'Ucar' Chitalu 107 Stadium in Kabwe.,Kabwe
22647,Vila Mea,Portugal,,Vila Meã
10206,Uniao Coimbra,Portugal,"Clube União 1919, usually known as União de Coimbra (Portuguese pronunciation: [uniˈɐ̃w̃ dɨ kuˈĩbɾɐ]), is a sports club in the city of Coimbra, Portugal.",Coimbra
,Amarante,Portugal,,Porto
21312,Celtic II,Scotland,,Glasgow
,X-Roads Warriors,Bermuda,,Smith's Parish
23026,Brighton (W),England,"Brighton &amp; Hove Albion Women Football Club is an English women's football club affiliated with Brighton &amp; Hove Albion. The club currently compete in the Women's Super League and the first team play at the Broadfield Stadium, home of Crawley Town F.C.",Crawley
23031,Birmingham (W),England,"Birmingham City Women F.C. is an English women's football club affiliated with Birmingham City F.C. As founding members of the FA Women's Super League in 2011, the team plays in the highest division of women's football in England.",Birmingham
,Betis (W),Spain,,Sevilla
,Real Sociedad (W),Spain,,"    Donostia-San Sebastián"
13458,Yorkshire Amateur,England,"Yorkshire Amateur Association Football Club is a football club based in the Potternewton area of Leeds, West Yorkshire, England. They are currently members of the Northern Counties East League Premier Division and play at Bracken Edge.",Potternewton
13493,Niger Tornadoes,Nigeria,"Niger Tornadoes Football Club is a soccer club based in Minna, Nigeria. They currently play in the Nigerian Professional Football League. Their home stadium is Bako Kontagora Stadium and have also played home game at Confluence Stadium in Lokoja.",Minna
14913,Nkwazi,Zambia,"Nkwazi Football Club is a Zambian football club based in Lusaka. They play in the Zambian Premier League, after gaining promotion from Division One South in 2014. Their home stadium is Edwin Imboela Stadium.",Lusaka
,Santa Cruz de Alvarenga,Portugal,,Arouca
,Onisilos Sotira,Cyprus,,Sotira
,Al Akhaa Al Ahli,Lebanon,,Aley
14127,BSC Glasgow,Scotland,,Cumbernauld
18866,Civil Service Strollers,Scotland,"Civil Service Strollers Football Club are a senior non-league football team from Edinburgh, Scotland currently playing in the Lowland League. The Strollers play their home games at Christie Gillies Park. Their home strip colours are red, with white shorts and red socks.",Edinburgh
13077,Sporting Gagnoa,Ivory Coast,,Gagnoa
,Simba Kolwezi,Congo DR,,Kolwezi
16203,Mbour Petite Côte,Senegal,Mbour Petite-Côte FC is a football club from Senegal based in Mbour.,Mbour
,Kenya Police,Kenya,,Naivasha
,Gaddafi FC,Uganda,,Jinja
22658,Koupela,Burkina Faso,,Koupèla
,Akritas Chlorakas,Cyprus,,Chloraka
22922,Nepal PC,Nepal,"Nepal Police Club is a sports club owned and managed by Nepal Police. The club competes in the Martyr's Memorial A-Division League, the top flight of Nepali club football.",Kathmandu
16201,Gorée,Senegal,,Dakar
18872,Caledonian Braves,Scotland,"Caledonian Braves Football Club is a Scottish semi-professional football club based in North Lanarkshire. They are members of the Lowland Football League, in the fifth tier of the Scottish football league system.",Motherwell
12650,Ballyclare Comrades,Northern Ireland,"Ballyclare Comrades Football Club is a semi-professional, Northern Irish football club playing in the NIFL Championship. The club hails from Ballyclare, County Antrim and plays its home matches at Dixon Park. Club colours are red and white.",Ballyclare
,Villa,Uganda,,Birmingham
,Biggleswade,England,,Biggleswade
12903,Tadamon Sour,Lebanon,"Tadamon Sour Sporting Club, or simply Tadamon, is a football club based in Tyre, Lebanon, that competes in the Lebanese Premier League. They play their home matches at the Tyre Municipal Stadium, and have won one Lebanese FA Cup and two Lebanese Challenge Cups.",Tyre
22271,Sporting Beirut,Lebanon,"Sporting Athletic Club, known as AC Sporting or simply Sporting, is a football club based in Beirut, Lebanon, that competes in the Lebanese Second Division. They first competed in the Lebanese Premier League in 2021, having won the 2020–21 Lebanese Second Division.",Beirut
9957,Inverurie Loco,Scotland,,Inverurie
9946,Huntly,Scotland,,Huntly
13218,Maniema Union,Congo DR,"Association Sportive Maniema Union is a Congolese football club based in Kindu, Maniema province and currently playing in the Linafoot, the top level of professional football in DR Congo.",Linafoot
16199,Casa Sport,Senegal,Casa Sports de Ziguinchor is a Senegalese football club based in Ziguinchor. They play in the top division in Senegalese football. Their home stadium is Stade Aline Sitoe Diatta.,Ziguinchor
13205,Jeness Massira,Morocco,"Jeunesse Sportive d'El Massira is a football club based in Laâyoune, Western Sahara. The club was founded in 1977.",Laâyoune
22311,Dubai City,United Arab Emirates,,Dubai
13207,Sale,Morocco,,
13182,Burreli,Albania,"Klubi i Futbollit Burreli is an Albanian football club based in Burrel, Mat District. Their home ground is the Liri Ballabani Stadium and they compete in the Kategoria e Parë.",Burrel
13173,Beselidhja Lezhe,Albania,Klubi i Futbollit Besëlidhja Lezhë is an Albanian football club based in the northern city of Lezhë. Their home ground is the Brian Filipi Stadium and they currently compete in the Kategoria e Parë.,Lezhë
